hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
15.0,-11.225,-8.462499999999999,1.0,1.0,,0.5,0.42,,,,125.0
16.0,0.0,,1.0,1.0,3.31015,0.4848,0.48,0.2836,34.0,21.289862499999998,142.0
17.0,0.0,,,,0.5,0.4848,0.42,0.194,,265.0,313.0
-6.25,0.0,4.0,1.0,2.0,-2.35025,0.4545,0.59,0.1642,50.0,260.0,310.0
,0.0,,-9.28025,1.0,,0.4394,0.58,0.194,18.0,189.0,207.0
20.0,0.0,-8.462499999999999,-4.8999999999999995,1.0,0.42,0.4242,0.67,,25.0,-12.616437499999998,137.0
,0.0,4.0,1.0,,0.42,0.4242,0.62,0.2239,,21.289862499999998,138.0
22.0,0.0,-8.462499999999999,1.0,,3.31015,0.4091,,0.2239,17.0,21.289862499999998,-22.241687499999998
23.0,0.0,,1.0,1.0,0.42,0.4242,0.62,0.2836,7.0,43.0,50.0
0.0,0.0,-8.462499999999999,15.568150000000001,1.0,0.42,,,,5.0,,
1.0,0.0,5.0,,1.0,,0.4091,0.62,0.2537,4.0,12.0,16.0
2.0,0.0,13.8775,1.0,1.0,0.4,0.4091,0.62,0.194,5.0,9.0,14.0
3.0,,5.0,1.0,1.0,0.36,0.3485,0.71,0.194,1.0,4.0,5.0
5.0,0.0,5.0,1.0,1.0,3.31015,0.3939,0.66,0.1642,2.0,,10.0
6.0,0.0,5.0,,1.0,0.4,0.4091,7.1,0.194,-11.1,35.0,36.0
7.0,-11.225,-8.462499999999999,,1.0,0.4,0.4091,0.66,0.194,11.0,112.0,123.0
12.785,0.0,5.0,1.0,1.0,0.42,0.4242,0.67,,24.0,256.0,280.0
-7.9750000000000005,0.0,5.0,1.0,-6.25,-2.35025,0.4545,0.63,17.2698625,18.0,192.0,210.0
10.0,0.0,5.0,,1.0,0.52,0.5,0.53,0.2836,43.0,,117.0
,0.0,5.0,1.0,1.0,-2.35025,,0.52,,,,-22.322812499999998
,0.0,5.0,1.0,2.0,0.56,0.5303,-4.5,0.3582,72.0,123.0,195.0
13.0,0.0,5.0,1.0,1.0,,0.6212,0.41,0.2836,57.0,118.0,175.0
14.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.39,,71.0,103.0,174.0
15.0,,,,,0.68,0.6364,0.39,17.2698625,62.0,-12.616437499999998,
12.785,0.0,5.0,8.14,1.0,0.68,0.6364,0.39,0.2836,67.0,137.0,37.3936875
,0.0,5.0,1.0,-2.5,0.7,0.6364,0.37,0.3284,95.0,237.0,332.0
18.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.39,0.1642,84.0,247.0,331.0
19.0,-11.225,5.0,1.0,1.0,-2.35025,4.125,,0.1343,58.0,132.0,190.0
20.0,0.0,5.0,1.0,1.0,3.31015,0.6212,0.46,0.1343,-11.1,103.0,
21.0,0.0,-14.213125000000002,-9.28025,-6.25,0.62,0.6212,-4.5,0.1045,-11.1,91.0,113.0
-7.9750000000000005,0.0,5.0,1.0,1.0,0.62,0.6212,0.5,0.1642,55.0,,118.0
,0.0,5.0,1.0,2.0,-2.35025,0.6212,0.53,0.2239,26.0,60.0,86.0
,0.0,6.0,0.0,2.0,0.6,-2.875,0.53,0.2537,26.0,50.0,76.0
,0.0,6.0,0.0,2.0,-2.35025,0.5455,0.46,0.3582,16.0,21.289862499999998,37.345012499999996
2.0,-11.225,6.0,,9.75,-2.35025,0.5303,0.43,0.2239,5.0,20.0,
3.0,0.0,6.0,0.0,2.0,3.31015,0.5152,7.1,-10.116437499999998,1.0,7.0,8.0
4.0,0.0,6.0,0.0,1.0,0.52,0.5,0.34,0.4179,1.0,-12.616437499999998,3.0
5.0,18.335,-8.462499999999999,0.0,1.0,0.52,0.5,0.34,0.4179,0.0,2.0,37.3936875
-6.25,0.0,6.0,0.0,,0.44,-2.875,,-10.116437499999998,0.0,10.0,10.0
7.0,,6.0,0.0,1.0,0.4,4.125,0.5,,4.0,9.0,13.0
8.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.47,17.2698625,11.0,37.0,48.0
9.0,0.0,-8.462499999999999,0.0,,0.42,0.4242,0.44,17.2698625,35.0,41.0,37.3936875
,0.0,6.0,0.0,1.0,0.44,4.125,7.1,0.4179,,85.0,140.0
11.0,,6.0,0.0,1.0,0.46,4.125,0.36,0.4478,90.0,106.0,196.0
12.0,-11.225,6.0,-4.8999999999999995,1.0,,,,0.4179,,141.0,267.0
,,13.8775,0.0,1.0,0.5,0.4848,0.34,0.4627,174.0,,301.0
14.0,0.0,6.0,0.0,,3.31015,0.4848,0.31,0.4925,,144.0,
15.0,0.0,6.0,0.0,,0.5,-2.875,-4.5,0.4179,170.0,143.0,313.0
16.0,-11.225,6.0,0.0,1.0,0.5,0.4848,0.31,0.3881,175.0,129.0,304.0
17.0,0.0,6.0,-9.28025,1.0,,4.125,7.1,0.3284,138.0,140.0,278.0
,0.0,6.0,,1.0,0.46,,0.31,-7.4950625,-11.1,,217.0
19.0,0.0,6.0,-4.8999999999999995,-2.5,0.44,,0.33,,38.0,116.0,154.0
20.0,0.0,6.0,0.0,,0.42,0.4242,7.1,,,69.0,108.0
21.0,0.0,6.0,0.0,1.0,-2.35025,0.4091,0.37,0.2985,20.0,9.8523625,93.0
9.75,0.0,,,,3.31015,0.4091,0.37,0.3284,27.0,45.0,72.0
23.0,0.0,6.0,8.14,1.0,0.38,,0.4,0.2985,13.0,37.0,50.0
0.0,0.0,0.0,0.0,1.0,0.34,0.303,0.49,0.4179,7.0,21.289862499999998,-22.241687499999998
-6.25,0.0,0.0,0.0,1.0,0.32,-4.0,0.53,0.3582,2.0,22.0,24.0
2.0,0.0,0.0,0.0,1.0,0.3,0.2879,0.52,0.2836,18.259999999999998,24.0,-22.241687499999998
3.0,0.0,0.0,0.0,1.0,0.28,-2.875,,0.2537,1.0,11.0,12.0
4.0,0.0,,0.0,,0.26,4.125,0.56,0.2239,-11.1,1.0,37.345012499999996
12.785,0.0,0.0,8.14,1.0,-2.35025,0.2576,-4.5,0.194,,6.0,-22.322812499999998
6.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.6,0.2239,,,4.0
7.0,18.335,0.0,0.0,1.0,,0.2273,0.6,-10.116437499999998,5.0,9.0,14.0
8.0,0.0,0.0,,,0.28,-2.875,0.56,0.1642,7.0,30.0,37.0
9.0,0.0,0.0,0.0,1.0,0.3,0.303,0.52,0.1343,35.0,21.289862499999998,78.0
10.0,-11.225,0.0,0.0,9.75,0.32,0.3485,0.45,0.0,55.0,81.0,-22.322812499999998
11.0,0.0,0.0,0.0,1.0,3.31015,0.3485,0.39,,92.0,111.0,203.0
12.0,0.0,0.0,,,0.36,0.3636,0.4,0.1045,120.0,108.0,228.0
13.0,0.0,0.0,-4.8999999999999995,-6.25,0.38,0.3939,0.34,,,115.0,203.0
14.0,0.0,0.0,0.0,1.0,,0.4091,0.3,0.0,145.0,134.0,279.0
15.0,0.0,,0.0,,0.4,,-4.5,0.0896,18.259999999999998,9.8523625,37.3936875
,-11.225,-8.462499999999999,0.0,1.0,0.42,0.4242,0.32,0.0,92.0,132.0,224.0
17.0,0.0,0.0,0.0,1.0,0.4,4.125,7.1,0.2836,-11.1,143.0,
18.0,,0.0,0.0,,0.38,0.3939,0.4,,58.0,98.0,-22.241687499999998
19.0,0.0,13.8775,0.0,1.0,0.36,-2.875,-4.5,0.2836,21.0,-12.616437499999998,79.0
20.0,0.0,0.0,0.0,9.75,0.36,,,0.2836,21.0,46.0,67.0
21.0,0.0,,0.0,2.0,0.34,0.3182,0.53,,18.259999999999998,9.8523625,-22.241687499999998
22.0,0.0,0.0,0.0,2.0,0.34,-4.0,7.1,0.3284,8.0,,38.0
,0.0,0.0,0.0,3.0,0.34,0.303,0.61,0.3881,13.0,11.0,24.0
